Cliente,Fecha,Importe,Estado
9503,27/03/2020,49202,Completado
10502,27/03/2020,60293,Completado
9818,27/03/2020,93480,Completado
10180,27/03/2020,18878,Completado
9863,27/03/2020,18498,Completado
10583,27/03/2020,55321,Completado
10542,27/03/2020,99696,Completado
10022,27/03/2020,48944,Completado
10195,27/03/2020,82623,Completado
9971,27/03/2020,9613,Completado
10223,27/03/2020,16806,Completado
10182,27/03/2020,29933,Completado
9437,27/03/2020,49935,Completado
9213,28/03/2020,53036,Completado
9174,28/03/2020,57859,Completado
9786,28/03/2020,57317,Completado
9296,28/03/2020,35848,Completado
9493,28/03/2020,13097,Completado
10541,28/03/2020,32762,Completado
9201,28/03/2020,13213,Completado
9907,28/03/2020,55069,Completado
9780,28/03/2020,32242,Completado
9490,28/03/2020,18562,Completado
9762,28/03/2020,15416,Completado
10639,28/03/2020,74941,Completado
9126,28/03/2020,51049,Completado
10564,28/03/2020,94998,Completado
10406,28/03/2020,31451,Completado
9455,28/03/2020,31424,Completado
9166,28/03/2020,51630,Completado
9049,28/03/2020,42660,Completado
9457,28/03/2020,53444,Completado
9064,28/03/2020,7070,Completado
10240,29/03/2020,64255,Completado
10395,29/03/2020,802,Completado
9899,29/03/2020,36188,Completado
10118,29/03/2020,72519,Completado
9373,29/03/2020,36885,Completado
10346,29/03/2020,90723,Completado
10052,29/03/2020,96949,Completado
9542,29/03/2020,90598,Completado
9969,29/03/2020,66126,Completado
9834,29/03/2020,1772,Completado
9261,29/03/2020,79639,Completado
10597,29/03/2020,81239,Completado
10327,29/03/2020,92272,Completado
10329,29/03/2020,35498,Completado
10494,29/03/2020,78671,Completado
10107,29/03/2020,50517,Completado
10461,29/03/2020,55476,Completado
9402,29/03/2020,18656,Completado
9998,29/03/2020,28049,Completado
10573,29/03/2020,81391,Completado
9254,30/03/2020,14555,Completado
9649,30/03/2020,73179,Completado
10172,30/03/2020,50736,Completado
9463,30/03/2020,87945,Completado
10038,30/03/2020,28968,Completado
9727,30/03/2020,52622,Completado
9636,30/03/2020,72674,Completado
10090,30/03/2020,30769,Completado
9940,30/03/2020,3421,Completado
10401,30/03/2020,37953,Completado
9941,30/03/2020,97387,Completado
9663,30/03/2020,94947,Completado
9159,30/03/2020,93300,Completado
9280,30/03/2020,98032,Completado
9329,30/03/2020,44319,Completado
10582,30/03/2020,33024,Completado
10596,30/03/2020,75689,Completado
10569,30/03/2020,12686,Completado
9864,30/03/2020,48359,Completado
10547,30/03/2020,65837,Completado
9802,31/03/2020,78835,Completado
10341,31/03/2020,55178,Completado
9951,31/03/2020,24018,Completado
9323,31/03/2020,51013,Completado
9821,31/03/2020,77792,Completado
9992,31/03/2020,42265,Completado
10237,31/03/2020,89558,Completado
9135,31/03/2020,9911,Completado
9912,31/03/2020,50593,Completado
10153,31/03/2020,41881,Completado
9833,31/03/2020,56395,Completado
10326,31/03/2020,18967,Completado
9278,31/03/2020,97046,Completado
9746,31/03/2020,46363,Completado
9331,31/03/2020,77582,Completado
10520,31/03/2020,63634,Completado
9367,31/03/2020,21602,Completado
10180,31/03/2020,7124,Completado
9086,31/03/2020,62414,Completado
10562,31/03/2020,54363,Completado
9784,01/04/2020,75300,Completado
9883,01/04/2020,31317,Completado
9351,01/04/2020,50727,Completado
9155,01/04/2020,4575,Completado
9357,01/04/2020,65055,Completado
10552,01/04/2020,42627,Completado
10622,01/04/2020,51256,Completado
9216,01/04/2020,71569,Completado
9047,01/04/2020,20811,Completado
10455,01/04/2020,2871,Completado
9241,01/04/2020,42027,Completado
9627,01/04/2020,61501,Completado
10127,01/04/2020,27681,Completado
9446,01/04/2020,96209,Completado
9673,01/04/2020,33073,Completado
10362,01/04/2020,93425,Completado
9280,01/04/2020,20701,Completado
9258,01/04/2020,78355,Completado
9004,01/04/2020,91724,Completado
9584,01/04/2020,29504,Completado
10354,02/04/2020,40707,Completado
9057,02/04/2020,83938,Completado
9624,02/04/2020,31454,Completado
9182,02/04/2020,64282,Completado
9997,02/04/2020,54013,Completado
9438,02/04/2020,628,Completado
9080,02/04/2020,60317,Completado
10636,02/04/2020,80101,Completado
9825,02/04/2020,33812,Completado
10037,02/04/2020,2314,Completado
9875,02/04/2020,95893,Completado
9447,02/04/2020,61896,Completado
9047,02/04/2020,4182,Completado
9001,02/04/2020,47869,Completado
9734,02/04/2020,39846,Completado
9512,02/04/2020,75765,Completado
10465,02/04/2020,46704,Completado
9238,02/04/2020,40427,Completado
10167,02/04/2020,15127,Completado
9738,02/04/2020,10757,Completado
10219,03/04/2020,70294,Completado
10071,03/04/2020,49007,Completado
10438,03/04/2020,67239,Completado
10604,03/04/2020,80904,Completado
9135,03/04/2020,42161,Completado
10611,03/04/2020,93903,Completado
9960,03/04/2020,27541,Completado
9411,03/04/2020,93389,Completado
9464,03/04/2020,81653,Completado
10045,03/04/2020,94113,Completado
9252,03/04/2020,37077,Completado
10545,03/04/2020,75221,Completado
10184,03/04/2020,18221,Completado
9780,03/04/2020,76477,Completado
9462,03/04/2020,35988,Completado
9625,03/04/2020,64863,Completado
9088,03/04/2020,8728,Completado
9202,03/04/2020,48332,Completado
10436,03/04/2020,13161,Completado
9109,03/04/2020,65876,Completado
10016,04/04/2020,20622,Completado
9879,04/04/2020,32160,Completado
9013,04/04/2020,19076,Completado
9434,04/04/2020,62910,Completado
10549,04/04/2020,75348,Completado
10086,04/04/2020,62879,Completado
9023,04/04/2020,41574,Completado
10233,04/04/2020,99952,Completado
9645,04/04/2020,55574,Completado
9418,04/04/2020,48003,Completado
10115,04/04/2020,43625,Completado
10106,04/04/2020,22146,Completado
10554,04/04/2020,73225,Completado
10309,04/04/2020,88977,Completado
9948,04/04/2020,63436,Completado
9893,04/04/2020,77500,Completado
9132,04/04/2020,2518,Completado
9892,04/04/2020,67151,Completado
9875,04/04/2020,77728,Completado
9570,04/04/2020,85371,Completado
10314,05/04/2020,72339,Completado
10159,05/04/2020,89728,Completado
9328,05/04/2020,27069,Completado
10287,05/04/2020,63129,Completado
10266,05/04/2020,25393,Completado
10230,05/04/2020,996,Completado
10263,05/04/2020,3205,Completado
10026,05/04/2020,17786,Completado
9985,05/04/2020,34603,Completado
10341,05/04/2020,52574,Completado
10307,05/04/2020,99882,Completado
9348,05/04/2020,99051,Completado
9365,05/04/2020,86600,Completado
9464,05/04/2020,40771,Completado
9267,05/04/2020,26893,Completado
9101,05/04/2020,17092,Completado
9703,05/04/2020,25718,Completado
9709,05/04/2020,1763,Completado
9267,05/04/2020,82584,Completado
10000,05/04/2020,18136,Completado
9817,06/04/2020,59149,Completado
9409,06/04/2020,71785,Completado
10148,06/04/2020,94880,Completado
9104,06/04/2020,28040,Completado
10609,06/04/2020,28235,Completado
9589,06/04/2020,10809,Completado
10023,06/04/2020,19901,Completado
9671,06/04/2020,54606,Completado
9951,06/04/2020,38242,Completado
9105,06/04/2020,84690,Completado
9308,06/04/2020,4669,Completado
9828,06/04/2020,53991,Completado
9299,06/04/2020,53715,Completado
9873,06/04/2020,15550,Completado
10045,06/04/2020,13605,Completado
9543,06/04/2020,58857,Completado
10643,06/04/2020,54630,Completado
9138,06/04/2020,88256,Completado
10476,06/04/2020,15866,Completado
9579,06/04/2020,69686,Completado
10365,07/04/2020,55501,Completado
10042,07/04/2020,26020,Completado
9710,07/04/2020,35583,Completado
9003,07/04/2020,8451,Completado
9764,07/04/2020,87060,Completado
9376,07/04/2020,22113,Completado
9290,07/04/2020,65015,Completado
9492,07/04/2020,33690,Completado
9327,07/04/2020,40871,Completado
10199,07/04/2020,39201,Completado
10042,07/04/2020,40004,Completado
9959,07/04/2020,20570,Completado
9791,07/04/2020,74758,Completado
10001,07/04/2020,68344,Completado
9126,07/04/2020,77174,Completado
9627,07/04/2020,589,Completado
10117,07/04/2020,83518,Completado
10448,07/04/2020,51493,Completado
10448,07/04/2020,75485,Completado
9646,07/04/2020,65377,Completado
10608,08/04/2020,29580,Completado
9243,08/04/2020,65709,Completado
10613,08/04/2020,78072,Completado
9995,08/04/2020,33715,Completado
9651,08/04/2020,36876,Completado
10283,08/04/2020,71177,Completado
9746,08/04/2020,98135,Completado
9874,08/04/2020,78172,Completado
10533,08/04/2020,48481,Completado
9347,08/04/2020,20643,Completado
9372,08/04/2020,7176,Completado
9944,08/04/2020,18233,Completado
10373,08/04/2020,45125,Completado
9608,08/04/2020,31171,Completado
10487,08/04/2020,83743,Completado
9840,08/04/2020,71572,Completado
10638,08/04/2020,26872,Completado
9372,08/04/2020,19995,Completado
10203,08/04/2020,29257,Completado
9182,08/04/2020,72397,Completado
9773,09/04/2020,57132,Completado
9773,09/04/2020,899,Completado
10107,09/04/2020,40217,Completado
10435,09/04/2020,48250,Completado
9197,09/04/2020,69881,Completado
9511,09/04/2020,44106,Completado
10019,09/04/2020,48338,Completado
10455,09/04/2020,61498,Completado
9634,09/04/2020,38303,Completado
9663,09/04/2020,99057,Completado
10186,09/04/2020,20068,Completado
10346,09/04/2020,13423,Completado
9293,09/04/2020,6321,Completado
10477,09/04/2020,78951,Completado
10387,09/04/2020,19271,Completado
9059,09/04/2020,9157,Completado
10483,09/04/2020,82776,Completado
10016,09/04/2020,7547,Completado
9247,09/04/2020,33158,Completado
10370,09/04/2020,87002,Completado
9978,10/04/2020,99060,Completado
9589,10/04/2020,28922,Completado
10333,10/04/2020,59897,Completado
10315,10/04/2020,10064,Completado
9331,10/04/2020,27045,Completado
9517,10/04/2020,80691,Completado
10366,10/04/2020,59164,Completado
9508,10/04/2020,17540,Completado
10589,10/04/2020,60457,Completado
10034,10/04/2020,28387,Completado
9016,10/04/2020,64696,Completado
9217,10/04/2020,43044,Completado
10567,10/04/2020,60667,Completado
9116,10/04/2020,61540,Completado
9040,10/04/2020,60043,Completado
9284,10/04/2020,92026,Completado
10132,10/04/2020,61851,Completado
10373,10/04/2020,55348,Completado
10043,10/04/2020,16362,Completado
9551,10/04/2020,83226,Completado
10537,11/04/2020,40783,Completado
9768,11/04/2020,91380,Completado
9021,11/04/2020,92199,Completado
9835,11/04/2020,51612,Completado
9955,11/04/2020,48116,Completado
10508,11/04/2020,43594,Completado
9340,11/04/2020,97977,Completado
10120,11/04/2020,14789,Completado
10092,11/04/2020,3105,Completado
10168,11/04/2020,24258,Completado
10180,11/04/2020,19831,Completado
9299,11/04/2020,1413,Completado
9843,11/04/2020,49214,Completado
9417,11/04/2020,94587,Completado
9340,11/04/2020,7532,Completado
9064,11/04/2020,42259,Completado
9029,11/04/2020,74673,Completado
9424,11/04/2020,37679,Completado
9542,11/04/2020,25919,Completado
9773,11/04/2020,24145,Completado
9042,12/04/2020,92981,Completado
9477,12/04/2020,91101,Completado
10139,12/04/2020,67148,Completado
9818,12/04/2020,5034,Completado
10414,12/04/2020,87510,Completado
9735,12/04/2020,46838,Completado
10533,12/04/2020,26464,Completado
10121,12/04/2020,92887,Completado
10582,12/04/2020,18145,Completado
9261,12/04/2020,8795,Completado
10524,12/04/2020,39079,Completado
10630,12/04/2020,87769,Completado
10093,12/04/2020,89597,Completado
9187,12/04/2020,16198,Completado
9205,12/04/2020,81762,Completado
10288,12/04/2020,83548,Completado
9140,12/04/2020,85049,Completado
9507,12/04/2020,28387,Completado
9006,12/04/2020,35522,Completado
10521,12/04/2020,35224,Completado
9238,13/04/2020,58227,Completado
9367,13/04/2020,71658,Completado
10071,13/04/2020,10058,Completado
9041,13/04/2020,86442,Completado
10169,13/04/2020,90760,Completado
9207,13/04/2020,49589,Completado
9777,13/04/2020,32549,Completado
10318,13/04/2020,62042,Completado
10433,13/04/2020,12166,Completado
9810,13/04/2020,14497,Completado
9036,13/04/2020,97925,Completado
9931,13/04/2020,19925,Completado
9535,13/04/2020,79459,Completado
9926,13/04/2020,2694,Completado
10581,13/04/2020,81991,Completado
10383,13/04/2020,67605,Completado
10488,13/04/2020,24127,Completado
9023,13/04/2020,31758,Completado
9230,13/04/2020,16006,Completado
9159,13/04/2020,41687,Completado
9355,14/04/2020,55799,Completado
10252,14/04/2020,60430,Completado
10322,14/04/2020,24772,Completado
10007,14/04/2020,47285,Completado
9681,14/04/2020,33824,Completado
10453,14/04/2020,10794,Completado
10524,14/04/2020,27897,Completado
9768,14/04/2020,62694,Completado
9152,14/04/2020,97067,Completado
10112,14/04/2020,52214,Completado
10094,14/04/2020,1909,Completado
10074,14/04/2020,5226,Completado
9504,14/04/2020,59827,Completado
10355,14/04/2020,50237,Completado
10553,14/04/2020,5585,Completado
9511,14/04/2020,58744,Completado
10176,14/04/2020,66543,Completado
10156,14/04/2020,74834,Completado
9268,14/04/2020,68152,Completado
9159,14/04/2020,66494,Completado
10399,15/04/2020,12638,Completado
10329,15/04/2020,73657,Completado
9041,15/04/2020,40141,Completado
10099,15/04/2020,82964,Completado
9848,15/04/2020,24760,Completado
9496,15/04/2020,6385,Completado
9818,15/04/2020,5037,Completado
9491,15/04/2020,90748,Completado
9493,15/04/2020,6251,Completado
10133,15/04/2020,41428,Completado
10468,15/04/2020,55348,Completado
10011,15/04/2020,78829,Completado
9372,15/04/2020,42587,Completado
10021,15/04/2020,17269,Completado
9119,15/04/2020,31274,Completado
9755,15/04/2020,83482,Completado
9855,15/04/2020,71508,Completado
10346,15/04/2020,62901,Completado
10294,15/04/2020,19596,Completado
10450,15/04/2020,92056,Completado
9827,16/04/2020,14260,Completado
9203,16/04/2020,84114,Completado
9201,16/04/2020,17588,Completado
9409,16/04/2020,9114,Completado
10009,16/04/2020,68864,Completado
10113,16/04/2020,10036,Completado
9151,16/04/2020,58023,Completado
9798,16/04/2020,83655,Completado
9905,16/04/2020,68673,Completado
9352,16/04/2020,2262,Completado
9553,16/04/2020,97402,Completado
9715,16/04/2020,2843,Completado
9893,16/04/2020,99657,Completado
9817,16/04/2020,28402,Completado
10578,16/04/2020,66184,Completado
9576,16/04/2020,42091,Completado
10227,16/04/2020,83311,Completado
10413,16/04/2020,96142,Completado
9796,16/04/2020,81069,Completado
9830,16/04/2020,83999,Completado
10247,17/04/2020,20053,Completado
10459,17/04/2020,51113,Completado
10535,17/04/2020,21617,Completado
10534,17/04/2020,95452,Completado
9440,17/04/2020,95549,Completado
9354,17/04/2020,35294,Completado
9064,17/04/2020,66567,Completado
9479,17/04/2020,68806,Completado
10350,17/04/2020,51734,Completado
9753,17/04/2020,10693,Completado
9945,17/04/2020,96002,Completado
10396,17/04/2020,25396,Completado
10178,17/04/2020,15979,Completado
9419,17/04/2020,43275,Completado
10328,17/04/2020,53152,Completado
9984,17/04/2020,81358,Completado
9044,17/04/2020,96437,Completado
9738,17/04/2020,50961,Completado
9143,17/04/2020,69418,Completado
9817,17/04/2020,77241,Completado
10220,18/04/2020,39703,Completado
9637,18/04/2020,12787,Completado
9902,18/04/2020,53499,Completado
10358,18/04/2020,67574,Completado
9060,18/04/2020,47523,Completado
9573,18/04/2020,40953,Completado
10552,18/04/2020,40719,Completado
10124,18/04/2020,75099,Completado
10098,18/04/2020,60570,Completado
9147,18/04/2020,16666,Completado
9988,18/04/2020,6494,Completado
9976,18/04/2020,7054,Completado
9811,18/04/2020,1854,Completado
9862,18/04/2020,85937,Completado
9833,18/04/2020,41191,Completado
9409,18/04/2020,32555,Completado
9191,18/04/2020,82456,Completado
9863,18/04/2020,21230,Completado
9840,18/04/2020,88791,Completado
9605,18/04/2020,25265,Completado
10076,19/04/2020,72838,Completado
10389,19/04/2020,41315,Completado
10084,19/04/2020,46999,Completado
10136,19/04/2020,65429,Completado
10042,19/04/2020,32309,Completado
9284,19/04/2020,98138,Completado
10073,19/04/2020,29342,Completado
9141,19/04/2020,7167,Completado
9018,19/04/2020,4085,Completado
9503,19/04/2020,23646,Completado
9699,19/04/2020,91377,Completado
10302,19/04/2020,5426,Completado
9519,19/04/2020,71743,Completado
9743,19/04/2020,38054,Completado
10407,19/04/2020,19210,Completado
10281,19/04/2020,8506,Completado
10512,19/04/2020,79210,Completado
10077,19/04/2020,24264,Completado
9981,19/04/2020,77667,Completado
9395,19/04/2020,10818,Completado
9708,20/04/2020,11256,Completado
9568,20/04/2020,61035,Completado
9051,20/04/2020,26099,Completado
9330,20/04/2020,68864,Completado
9357,20/04/2020,37533,Completado
9028,20/04/2020,21459,Completado
9587,20/04/2020,90897,Completado
9426,20/04/2020,80393,Completado
9077,20/04/2020,20640,Completado
9043,20/04/2020,31351,Completado
10305,20/04/2020,6218,Completado
9740,20/04/2020,24717,Completado
10411,20/04/2020,83603,Completado
9853,20/04/2020,92643,Completado
10497,20/04/2020,11427,Completado
9379,20/04/2020,65910,Completado
10078,20/04/2020,43199,Completado
9791,20/04/2020,68186,Completado
9144,20/04/2020,16459,Completado
9980,20/04/2020,20415,Completado
9869,21/04/2020,2320,Completado
10503,21/04/2020,27991,Completado
9163,21/04/2020,25944,Completado
9522,21/04/2020,83387,Completado
10310,21/04/2020,7645,Completado
9223,21/04/2020,59566,Completado
10341,21/04/2020,27444,Completado
9500,21/04/2020,22125,Completado
9458,21/04/2020,68718,Completado
9340,21/04/2020,40838,Completado
9061,21/04/2020,41681,Completado
9152,21/04/2020,27039,Completado
10128,21/04/2020,39946,Completado
9792,21/04/2020,73654,Completado
9749,21/04/2020,35696,Completado
9757,21/04/2020,29704,Completado
9236,21/04/2020,63412,Completado
9463,21/04/2020,82213,Completado
10198,21/04/2020,97709,Completado
9267,21/04/2020,80256,Completado
10373,22/04/2020,76988,Completado
10149,22/04/2020,72087,Completado
10141,22/04/2020,76097,Completado
10309,22/04/2020,89165,Completado
10266,22/04/2020,82675,Completado
9858,22/04/2020,52704,Completado
10145,22/04/2020,78285,Completado
10299,22/04/2020,30152,Completado
10120,22/04/2020,78440,Completado
9465,22/04/2020,22158,Completado
9076,22/04/2020,34950,Completado
9845,22/04/2020,6014,Completado
9068,22/04/2020,52388,Completado
9721,22/04/2020,14339,Completado
9993,22/04/2020,24431,Completado
9858,22/04/2020,77643,Completado
9346,22/04/2020,39219,Completado
10097,22/04/2020,8965,Completado
9795,22/04/2020,61257,Completado
10499,22/04/2020,55662,Completado
10156,23/04/2020,39618,Completado
9486,23/04/2020,3634,Completado
10456,23/04/2020,46686,Completado
10339,23/04/2020,52294,Completado
9958,23/04/2020,1949,Completado
10399,23/04/2020,48481,Completado
9091,23/04/2020,80658,Completado
9012,23/04/2020,98531,Completado
10619,23/04/2020,65666,Completado
10206,23/04/2020,44057,Completado
9601,23/04/2020,38455,Completado
10077,23/04/2020,22995,Completado
10243,23/04/2020,69427,Completado
9035,23/04/2020,306,Completado
9853,23/04/2020,7298,Completado
9274,23/04/2020,91058,Completado
9376,23/04/2020,18830,Completado
9647,23/04/2020,58787,Completado
10458,23/04/2020,87306,Completado
9313,23/04/2020,11314,Completado
9184,24/04/2020,18273,Completado
9299,24/04/2020,78650,Completado
10578,24/04/2020,55412,Completado
10190,24/04/2020,98138,Completado
9845,24/04/2020,65685,Completado
9898,24/04/2020,82590,Completado
10536,24/04/2020,88590,Completado
9578,24/04/2020,3966,Completado
9136,24/04/2020,9315,Completado
10274,24/04/2020,67166,Completado
9686,24/04/2020,53861,Completado
10003,24/04/2020,6485,Completado
9460,24/04/2020,65320,Completado
10170,24/04/2020,74865,Completado
9428,24/04/2020,57043,Completado
9782,24/04/2020,64970,Completado
10270,24/04/2020,1836,Completado
9503,24/04/2020,29342,Completado
9845,24/04/2020,56803,Completado
10606,24/04/2020,35623,Completado
10568,25/04/2020,80320,Completado
9474,25/04/2020,31816,Completado
9841,25/04/2020,39520,Completado
10536,25/04/2020,49010,Completado
9962,25/04/2020,65134,Completado
10598,25/04/2020,21845,Completado
9124,25/04/2020,57065,Completado
10350,25/04/2020,52400,Completado
9939,25/04/2020,90118,Completado
9290,25/04/2020,98625,Completado
10398,25/04/2020,27775,Completado
10243,25/04/2020,12708,Completado
10395,25/04/2020,91895,Completado
9464,25/04/2020,7292,Completado
10246,25/04/2020,98290,Completado
10005,25/04/2020,81991,Completado
9670,25/04/2020,3461,Completado
9662,25/04/2020,83381,Completado
9957,25/04/2020,70620,Completado
9418,25/04/2020,27681,Completado
9721,26/04/2020,10045,Completado
10131,26/04/2020,66111,Completado
10106,26/04/2020,88012,Completado
10497,26/04/2020,21240,Completado
9983,26/04/2020,69686,Completado
10228,26/04/2020,67778,Completado
10283,26/04/2020,86969,Completado
10069,26/04/2020,93297,Completado
9666,26/04/2020,94329,Completado
9331,26/04/2020,10191,Completado
9018,26/04/2020,9507,Completado
9004,26/04/2020,49932,Completado
10254,26/04/2020,93547,Completado
9597,26/04/2020,20762,Completado
10498,26/04/2020,77728,Completado
10146,26/04/2020,49446,Completado
9984,26/04/2020,81449,Completado
9047,26/04/2020,93276,Completado
10101,26/04/2020,33973,Completado
9854,26/04/2020,45052,Completado
10046,27/04/2020,45913,Completado
9676,27/04/2020,10392,Completado
9750,27/04/2020,38544,Completado
9505,27/04/2020,87495,Completado
9477,27/04/2020,79845,Completado
9307,27/04/2020,26379,Completado
10438,27/04/2020,34475,Completado
9098,27/04/2020,91749,Completado
10128,27/04/2020,76222,Completado
10109,27/04/2020,16907,Completado
9893,27/04/2020,71971,Completado
9291,27/04/2020,64863,Completado
10320,27/04/2020,83661,Completado
9219,27/04/2020,87002,Completado
10327,27/04/2020,96918,Completado
10351,27/04/2020,96994,Completado
10223,27/04/2020,26421,Completado
9313,27/04/2020,44888,Completado
9929,27/04/2020,1121,Completado
9673,27/04/2020,15963,Completado
9216,28/04/2020,84887,Completado
9643,28/04/2020,34850,Completado
9377,28/04/2020,33989,Completado
9363,28/04/2020,1441,Completado
10029,28/04/2020,41668,Completado
10436,28/04/2020,36012,Completado
10328,28/04/2020,80052,Completado
9232,28/04/2020,65000,Completado
9938,28/04/2020,85843,Completado
9281,28/04/2020,21617,Completado
9178,28/04/2020,95567,Completado
9857,28/04/2020,91015,Completado
10251,28/04/2020,84260,Completado
9227,28/04/2020,80932,Completado
9122,28/04/2020,9193,Completado
9275,28/04/2020,39581,Completado
9556,28/04/2020,11917,Completado
10644,28/04/2020,5244,Completado
9394,28/04/2020,83825,Completado
9749,28/04/2020,12324,Completado
10335,29/04/2020,45807,Completado
9867,29/04/2020,32918,Completado
9513,29/04/2020,44550,Completado
9932,29/04/2020,81428,Completado
9331,29/04/2020,23166,Completado
9561,29/04/2020,61492,Completado
10442,29/04/2020,63637,Completado
10404,29/04/2020,81276,Completado
9503,29/04/2020,58799,Completado
9552,29/04/2020,18845,Completado
9384,29/04/2020,13128,Completado
9535,29/04/2020,60612,Completado
9166,29/04/2020,28235,Completado
9374,29/04/2020,97277,Completado
9576,29/04/2020,75926,Completado
9436,29/04/2020,99103,Completado
9420,29/04/2020,10566,Completado
9386,29/04/2020,52835,Completado
10556,29/04/2020,23324,Completado
10585,29/04/2020,86521,Completado
10278,30/04/2020,95649,Completado
10442,30/04/2020,62554,Completado
10148,30/04/2020,50419,Completado
9964,30/04/2020,62739,Completado
10287,30/04/2020,54244,Completado
10478,30/04/2020,48715,Completado
9943,30/04/2020,78574,Completado
9261,30/04/2020,21830,Completado
9645,30/04/2020,67462,Completado
9531,30/04/2020,62484,Completado
9471,30/04/2020,17521,Completado
10122,30/04/2020,77588,Completado
10231,30/04/2020,23020,Completado
10031,30/04/2020,31907,Completado
10450,30/04/2020,89810,Completado
9611,30/04/2020,93157,Completado
9263,30/04/2020,70221,Completado
9065,30/04/2020,70781,Completado
9721,30/04/2020,21078,Completado
9027,30/04/2020,70869,Completado
9613,01/05/2020,40823,Completado
10599,01/05/2020,52166,Completado
10489,01/05/2020,87349,Completado
9776,01/05/2020,6215,Completado
10588,01/05/2020,28941,Completado
9929,01/05/2020,41881,Completado
9091,01/05/2020,31128,Completado
9445,01/05/2020,3494,Completado
10422,01/05/2020,36261,Completado
9599,01/05/2020,96352,Completado
9938,01/05/2020,33922,Completado
9595,01/05/2020,55008,Completado
10634,01/05/2020,78352,Completado
9205,01/05/2020,23105,Completado
9404,01/05/2020,56070,Completado
10602,01/05/2020,81936,Completado
9067,01/05/2020,54198,Completado
10207,01/05/2020,1182,Completado
9530,01/05/2020,36560,Completado
9991,01/05/2020,37552,Completado
9582,02/05/2020,76861,Completado
9431,02/05/2020,67428,Completado
10555,02/05/2020,55425,Completado
9206,02/05/2020,72753,Completado
10576,02/05/2020,68816,Completado
9229,02/05/2020,63920,Completado
10228,02/05/2020,59952,Completado
9062,02/05/2020,65965,Completado
10157,02/05/2020,17829,Completado
9752,02/05/2020,46519,Completado
9902,02/05/2020,52008,Completado
10348,02/05/2020,13000,Completado
9875,02/05/2020,95759,Completado
9644,02/05/2020,57804,Completado
9327,02/05/2020,38592,Completado
9690,02/05/2020,80421,Completado
10437,02/05/2020,42021,Completado
10244,02/05/2020,62033,Completado
9866,02/05/2020,44675,Completado
10435,02/05/2020,23272,Completado
9272,03/05/2020,5226,Completado
10113,03/05/2020,42131,Completado
9699,03/05/2020,88672,Completado
9055,03/05/2020,61008,Completado
9815,03/05/2020,51277,Completado
9647,03/05/2020,59255,Completado
9094,03/05/2020,20798,Completado
9732,03/05/2020,21048,Completado
9613,03/05/2020,32914,Completado
9304,03/05/2020,75616,Completado
9313,03/05/2020,22003,Completado
9530,03/05/2020,40205,Completado
10023,03/05/2020,20062,Completado
9689,03/05/2020,38966,Completado
10067,03/05/2020,68426,Completado
10101,03/05/2020,32285,Completado
9664,03/05/2020,94584,Completado
10203,03/05/2020,29446,Completado
10483,03/05/2020,56426,Completado
9845,03/05/2020,15629,Completado
9588,04/05/2020,7946,Completado
9529,04/05/2020,69908,Completado
10256,04/05/2020,89628,Completado
9449,04/05/2020,4450,Completado
10433,04/05/2020,97618,Completado
9632,04/05/2020,98263,Completado
9384,04/05/2020,30632,Completado
9398,04/05/2020,62204,Completado
9785,04/05/2020,72348,Completado
10078,04/05/2020,2143,Completado
9732,04/05/2020,12385,Completado
9337,04/05/2020,18416,Completado
9612,04/05/2020,53188,Completado
9147,04/05/2020,14990,Completado
10239,04/05/2020,14847,Completado
9288,04/05/2020,45517,Completado
9095,04/05/2020,81613,Completado
10088,04/05/2020,77725,Completado
10547,04/05/2020,2445,Completado
9425,04/05/2020,1790,Completado
9191,05/05/2020,88733,Completado
9481,05/05/2020,60342,Completado
9899,05/05/2020,24191,Completado
10053,05/05/2020,33103,Completado
9162,05/05/2020,26561,Completado
10478,05/05/2020,45840,Completado
9540,05/05/2020,76967,Completado
10150,05/05/2020,40503,Completado
9903,05/05/2020,61580,Completado
9934,05/05/2020,78239,Completado
10381,05/05/2020,31138,Completado
9404,05/05/2020,7769,Completado
9242,05/05/2020,32978,Completado
10419,05/05/2020,72601,Completado
9232,05/05/2020,17293,Completado
10458,05/05/2020,92153,Completado
10609,05/05/2020,69960,Completado
9398,05/05/2020,86503,Completado
10034,05/05/2020,77679,Completado
9839,05/05/2020,79505,Completado
10524,06/05/2020,74935,Completado
10012,06/05/2020,55580,Completado
10633,06/05/2020,79334,Completado
10485,06/05/2020,98178,Completado
9323,06/05/2020,66622,Completado
9028,06/05/2020,89908,Completado
9494,06/05/2020,88383,Completado
9797,06/05/2020,99091,Completado
10573,06/05/2020,86981,Completado
9670,06/05/2020,35087,Completado
9331,06/05/2020,8990,Completado
9287,06/05/2020,96018,Completado
9179,06/05/2020,70729,Completado
9983,06/05/2020,92646,Completado
9428,06/05/2020,82264,Completado
9621,06/05/2020,69403,Completado
9300,06/05/2020,76304,Completado
9499,06/05/2020,7237,Completado
9682,06/05/2020,51649,Completado
9163,06/05/2020,32172,Completado
9586,07/05/2020,80606,Completado
9520,07/05/2020,11080,Completado
9915,07/05/2020,85541,Completado
9299,07/05/2020,58169,Completado
9984,07/05/2020,35479,Completado
10329,07/05/2020,36094,Completado
9390,07/05/2020,67325,Completado
10102,07/05/2020,73778,Completado
10548,07/05/2020,86199,Completado
